Symbol,Sector,Prior,Open,High,Low,Close,Chg.,%Chg.,Avg,Bid,Offer,Volume,Value,Market Cap,P/E*,P/BV*,Book Value,Dividend%,Turnover Ratio,Listed Share,Par,Period,as of,Total Asset,Liabilities, Paid-up , Equity , Revenue ,Net Profit,EPS**,D/E,Net Profit%,ROA%,ROE%,YTP
BIGC,Services: Commerce,207,32.31,32.31,32.31,32.31,32.31,32.31,32.31,32.31,32.31,32.31,32.31,1.83975E+11,32.31,5.53,40.32,0.99,8.88,825000000,10,Q1/2013,41364,91182354,57894525,8250000,33260351,31464146,1396890,1.69,1.74,4.44,9.44,19.46,41.44529992
DTC,Services: Tourism & Leisure,46.75,25.24,25.24,25.24,25.24,25.24,25.24,25.24,25.24,25.24,25.24,25.24,5121250000,25.24,1.19,50.68,1.66,1.99,85000000,10,Q1/2013,41364,8598453,3686903,850000,4292435,1519636,142551,1.69,0.86,9.38,3.17,4.93,25.86374701
BCP,Resources: Energy & Utilities,31.75,12.29,12.29,12.29,12.29,12.29,12.29,12.29,12.29,12.29,12.29,12.29,49569233652,12.29,1.44,24.94,3.47,32.66,1376923157,1,Q1/2013,41364,74177532,39634860.26,1376923.16,34341145.46,48251626.49,2198290.1,1.6,1.15,4.56,7.88,12.13,18.02985887
TISCO,Financials: Banking,52,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,38941485198,10.65,2.22,26.52,4.08,27.05,727878228,10,Q1/2013,41364,319015303,299484382,7279121,19303131,6554465,1153503,1.58,15.51,17.6,1.88,22.1,259.6303451
TIC,Financials: Insurance,15.7,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,775222932,28.9,1.37,24.15,1.21,29.04,23491604,10,Q1/2013,41364,3608182,3040700,235000,567482,336587,36413,1.55,5.36,10.82,1.13,5.04,83.50589075
GUNKUL,Resources: Energy & Utilities,22.8,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,17654998101,16.64,6.62,3.37,0.15,81.61,659999929,1,Q1/2013,41364,4808220.16,1909955.61,439999.98,2668773.74,1731012.79,676740.15,1.54,0.72,39.1,34.77,49.96,2.822288008
TCAP,Financials: Banking,37.75,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,9.64,61654641155,9.64,1.32,35.75,2.97,89.07,1277816397,10,Q1/2013,41364,1033719322,944816743,12778297,45677653,16882012,1953211,1.53,20.68,11.57,1.37,14.69,483.724873
RATCH,Resources: Energy & Utilities,59.75,9.89,9.89,9.89,9.89,9.89,9.89,9.89,9.89,9.89,9.89,9.89,82287500000,9.89,1.53,37.2,4,8.49,1450000000,10,Q4/2012,41274,95673902,41032987,14500000,53934142,13389012,2155588,1.49,0.76,16.1,12.17,16.29,19.03563529
ASIA,Services: Tourism & Leisure,86.5,17.58,17.58,17.58,17.58,17.58,17.58,17.58,17.58,17.58,17.58,17.58,3104000000,17.58,0.46,208.95,1.44,9.7,32000000,10,0,0,9597190,3727149,320000,5677027,362281,46651,1.46,0.66,12.88,4.08,3.38,79.89430023
KK,Financials: Banking,48.5,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,54477881350,13.7,1.59,40.97,3.31,48.18,834910059,10,Q1/2013,41364,244322642,209866767,8336783,34159112,5073038,1162243,1.39,6.14,22.91,2.14,13.59,180.5704719
SNP,Food and Beverage,172.5,24.62,24.62,24.62,24.62,24.62,24.62,24.62,24.62,24.62,24.62,24.62,17744323274,24.62,7.38,22.97,3.54,0.94,104686273,5,Q4/2012,41274,3380250,1063503,523431,2253071,1637704,136242,1.39,0.47,8.32,27.34,31.68,7.805984939
CSR,Services: Tourism & Leisure,48,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.35,1066000000,15.35,0.7,73.92,3.85,0.73,20500000,10,Q1/2013,41364,1785128,269837,205000,1515291,55184,27070,1.32,0.18,49.05,4.81,4.31,9.96811969
MFC,Financials: Finance and Securities,21,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,4260000000,13.3,2.9,12.22,4.79,5.45,120000000,1,Q1/2013,41364,1667470,200839,120000,1466631,361015,156895,1.31,0.14,43.46,26.5,23.04,1.280085407
DTAC,Technology: Communication Technology,88.25,26.17,26.17,26.17,26.17,26.17,26.17,26.17,26.17,26.17,26.17,26.17,2.95976E+11,26.17,8.72,14.33,4.05,26.97,2367811000,2,Q1/2013,41364,103394948,69453449,4735622,33927603,24073308,3027942,1.28,2.05,12.58,16.23,32.99,22.9375097
BGH,Services: Health Care Services,113.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,2.69683E+11,40.5,6.91,25.27,1.03,19.56,1545458883,1,Q1/2013,41364,71267475,30669758,1545459,39054689,12770254,1948318,1.26,0.79,15.26,14.01,18.26,15.74165922
INTUCH,Technology: Communication Technology,69,21.85,21.85,21.85,21.85,21.85,21.85,21.85,21.85,21.85,21.85,21.85,3.11824E+11,21.85,15.18,6.41,3.89,72.71,3206420305,1,Q1/2013,41364,50520443,22107571,3206420,20545811,6308716,4024873,1.26,1.08,63.8,30.68,71.07,5.492737535
MALEE,Food and Beverage,113.5,13.55,13.55,13.55,13.55,13.55,13.55,13.55,13.55,13.55,13.55,13.55,7490000000,13.55,7.89,6.78,2.8,68.43,140000000,1,Q1/2013,41364,2730612,1781082,140000,949530,1440586,83635,1.19,1.88,5.81,27.28,66.46,21.29589287
STPI,Property & Construction: Property Development,62.75,30.94,30.94,30.94,30.94,30.94,30.94,30.94,30.94,30.94,30.94,30.94,33717026418,30.94,7.82,11.7,1.09,23.28,368492092,1,Q1/2013,41364,8063259,3195792,368492,4867467,1296080,424734,1.15,0.66,32.77,25.59,33.5,7.524219865
TTL,Consumer Products: Fashion,74,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1267500000,1.67,0.73,116.37,3.25,1.31,15000000,10,Q1/2013,41364,1910937,189748,150000,1721189,150335,16903,1.13,0.11,11.24,54.06,62.24,11.22569958
UPF,Consumer Products: Fashion,56,12.79,12.79,12.79,12.79,12.79,12.79,12.79,12.79,12.79,12.79,12.79,483750000,12.79,1.25,51.71,7.75,6.64,7500000,10,Q1/2013,41364,508255,120418,75000,387837,197585,7980,1.06,0.31,4.04,9.63,9.98,15.08997494
SORKON,Food and Beverage,69.5,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.13,1843380000,19.13,3.05,24.9,3.2,32.25,24255000,10,Q4/2012,41274,1258587.34,653309.16,242550,603882.81,461903.7,25549.13,1.05,1.08,5.53,12.11,19.98,25.57070084
DCC,Property & Construction: Construction Materials,45.5,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,18.93,24480000000,18.93,7.74,7.75,5.13,23.84,408000000,1,Q1/2013,41364,4739921,1529511,408000,3162134,2207326,410629,1.01,0.48,18.6,37.04,42.07,3.724800245
AH,Industrials: Automotive,20.1,9.33,9.33,9.33,9.33,9.33,9.33,9.33,9.33,9.33,9.33,9.33,6172514675,9.33,1.78,14.9,2.26,64.18,226514300,1,0,0,13911611,8729304,268874,5058309,4771554,278520,0.99,1.73,5.84,10.74,24.02,31.34174925
MBKET,Financials: Finance and Securities,14.5,15,15,15,15,15,15,15,15,15,15,15,16696324125,15,3.63,8.05,4.27,27.74,570814500,5,Q1/2013,41364,22026869,17432939,2854072,4593930,1644022,554424,0.97,3.79,33.72,9.12,25.45,31.44333398
DELTA,Technology: Electronic Components,32,10.35,10.35,10.35,10.35,10.35,10.35,10.35,10.35,10.35,10.35,10.35,50207109964,10.35,2.46,16.36,5.96,14.39,1247381614,1,Q1/2013,41364,33060917.99,12649839.52,1247381.61,20411078.47,9672109.08,1215727.84,0.97,0.62,12.57,15.66,24.6,10.40515739
TSTE,Services: Transportation & Logistics,13.9,14.75,14.75,14.75,14.75,14.75,14.75,14.75,14.75,14.75,14.75,14.75,1570799643,14.75,1.06,11.25,1.83,0.64,131999970,1,Q1/2013,41364,3557582.57,1669949.64,131999.97,1633459.9,3119570.37,117156.1,0.89,1.02,3.76,8.03,9.4,14.25405625
WAVE,Services: Media & Publishing,18.3,54.39,54.39,54.39,54.39,54.39,54.39,54.39,54.39,54.39,54.39,54.39,1328400000,54.39,2.75,14.89,-,67.94,32400000,10,Q1/2013,41364,535282.72,52790,324000,482492.72,123754.31,27830.62,0.86,0.11,22.49,5.2,5.19,1.896831619
AYUD,Financials: Insurance,24.4,18.07,18.07,18.07,18.07,18.07,18.07,18.07,18.07,18.07,18.07,18.07,7187500000,18.07,1.44,20.02,1.32,2.22,250000000,1,Q1/2013,41364,9857491,4853316,250000,5004175,540362,213191,0.85,0.97,39.45,3.08,8.26,22.76510735
BH,Services: Health Care Services,74,23.41,23.41,23.41,23.41,23.41,23.41,23.41,23.41,23.41,23.41,23.41,63020488354,23.41,6.93,12.49,2.08,16.63,728560559,1,Q1/2013,41364,16746900,7631065,730052,9115835,3565686,613020,0.84,0.84,17.19,23.09,32.85,12.44831327
SUC,Consumer Products: Fashion,40,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,12225000000,11.47,0.75,54.57,3.68,5.35,300000000,10,Q1/2013,41364,22902077,5149162,3000000,16371889,2698417,228972,0.79,0.31,8.49,6.24,6.65,22.48817323
BLA,Financials: Insurance,62.25,26.29,26.29,26.29,26.29,26.29,26.29,26.29,26.29,26.29,26.29,26.29,86572292950,26.29,3.97,18.07,1,10.48,1210801300,1,Q1/2013,41364,157171463.5,135352042.2,1207399.8,21819421.26,14653296.92,921943.5,0.76,6.2,6.29,3.29,17.82,146.8116454
CPN,Property & Construction: Property Development,81.75,34.39,34.39,34.39,34.39,34.39,34.39,34.39,34.39,34.39,34.39,34.39,2.33133E+11,34.39,8.64,6.19,0.89,15.43,4357632000,0.5,Q1/2013,41364,71181061,43612671,2178816,26994468,5400809,1655833,0.76,1.62,30.66,12.58,28.24,26.33881013
PR,Food and Beverage,61.5,17.02,17.02,17.02,17.02,17.02,17.02,17.02,17.02,17.02,17.02,17.02,5880000000,17.02,2.89,21.17,3.04,1.25,120000000,1,Q1/2013,41364,2882966,343121,120000,2539845,410685,89188,0.74,0.14,21.72,16.37,17.76,3.847165538
VGI,Services: Media & Publishing,92.5,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,42750000000,56.75,26.83,5.31,1.82,44.39,300000000,1,Q1/2013,41364,2573002.06,758399.99,300000,1814602.07,705238.69,224342.78,0.73,0.42,31.81,71.03,101.17,3.380541108
SMT,Technology: Electronic Components,11,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,4066157823,5.54,2.31,4.23,-,71.01,417041828,2,Q4/2012,41274,4108403.75,2047520.85,834083.66,2063715.68,2331836.38,302891.38,0.73,0.99,12.99,25.15,45.36,6.759917862
BEC,Services: Media & Publishing,71,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,1.4E+11,27.7,20.04,3.49,3.21,12.91,2000000000,1,Q1/2013,41364,12847272,5600807,2000000,6985223,3885852,1381119,0.69,0.8,35.54,55.28,75.71,4.055267504
BAY,Financials: Banking,32.5,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,2.09558E+11,13.75,1.78,19.35,2.32,24.38,6074143747,10,Q1/2013,41364,1102777109,985082667,60741437,117504498,22330720,4045435,0.67,8.38,18.12,1.88,13.63,243.5047571
TPC,Industrials: Petrochemicals & Chemicals,30.75,9.14,9.14,9.14,9.14,9.14,9.14,9.14,9.14,9.14,9.14,9.14,28875000000,9.14,1.99,16.61,6.82,1.61,875000000,1,Q1/2013,41364,24505845,9554260,875000,14537207,7889694,582140,0.67,0.66,7.38,16.56,21.84,16.41230632
STA,Agribusiness,17.5,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,14.67,20224000000,14.67,1.07,14.73,3.16,60.75,1280000000,1,Q1/2013,41364,40201386.35,20571747.95,1280000,19547077.54,25080033.15,850094.01,0.66,1.05,3.39,6.76,9.7,24.19937996
TVI,Financials: Insurance,12.9,10.73,10.73,10.73,10.73,10.73,10.73,10.73,10.73,10.73,10.73,10.73,2090700000,10.73,1.93,7.14,3.12,63.49,151500000,1,Q1/2013,41364,4459523.1,3378060.14,151500,1081462.96,577156.3,97995.76,0.65,3.12,16.98,5.63,20.85,34.47149285
WACOAL,Consumer Products: Fashion,47.25,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,6060000000,14.53,1.14,44.11,4.75,0.6,120000000,1,Q1/2013,41364,6472084,1196181,120000,5275650,1044723,77162,0.64,0.23,7.39,7.33,7.42,15.50220316
ICC,Consumer Products: Fashion,42,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11552690768,11.49,0.73,54.62,3.14,0.53,290633730,1,Q1/2013,41364,19229890,3354966,290634,15874924,3514365,183338,0.63,0.21,5.22,6.56,6.69,18.29934874
IRC,Industrials: Automotive,15.4,12.68,12.68,12.68,12.68,12.68,12.68,12.68,12.68,12.68,12.68,12.68,4440000000,12.68,2.01,11.05,0.92,5.88,200000000,1,Q1/2013,41364,4189854,1980460,200000,2209385,1826772,124220,0.62,0.9,6.8,10.74,17.14,15.94316535
KTB,Financials: Banking,19.6,13.06,13.06,13.06,13.06,13.06,13.06,13.06,13.06,13.06,13.06,13.06,3.35425E+11,13.06,1.75,13.74,3.03,30.7,13976061250,5.15,Q1/2013,41364,2345721250,2153669647,72005040,192051092,31846322,8546388,0.61,11.21,26.84,1.5,15.66,251.9976447
KBS,Food and Beverage,10.5,7.58,7.58,7.58,7.58,7.58,7.58,7.58,7.58,7.58,7.58,7.58,5500000000,7.58,1.96,5.62,6.52,47.27,550000000,1,Q1/2013,41364,5636267,2026251,550000,3610016,1581807,309373,0.59,0.56,19.56,16.73,23.73,6.549540522
TUF,Food and Beverage,72,18.31,18.31,18.31,18.31,18.31,18.31,18.31,18.31,18.31,18.31,18.31,71437715855,18.31,1.92,32.4,3.37,34.43,1147593829,1,Q1/2013,41364,97163348,56189691,1147594,37179380,25237480,674428,0.59,1.51,2.67,7.37,12.39,83.31458807
KCE,Technology: Electronic Components,10.4,9.11,9.11,9.11,9.11,9.11,9.11,9.11,9.11,9.11,9.11,9.11,7552432727,9.11,2.18,7.28,3.43,153.99,474995769,1,Q1/2013,41364,10880034,7508138,474996,3357800,2136285,271848,0.59,2.24,12.73,9.46,26.54,27.61888261
NC,Consumer Products: Fashion,24.9,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,339387700,8.07,0.94,24.23,3.3,2.11,14951000,10,Q1/2013,41364,659585,297365,149510,362220,174575,8469,0.57,0.82,4.85,9.09,12.33,35.11217381
SAT,Industrials: Automotive,30.5,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,8838884262,13.04,2.21,11.78,2.22,112.24,339957087,1,Q4/2012,41274,10457529,5453535,339957,5003994,2588273,238415,0.56,1.09,9.21,10.76,18.05,22.87412705
TCP,Industrials: Paper & Printing Materials,18,11.28,11.28,11.28,11.28,11.28,11.28,11.28,11.28,11.28,11.28,11.28,6842646071,11.28,1.24,15.4,3.66,0.26,358253721,10,Q1/2013,41364,6677521,1162126,3582537,5515395,1483067,200928,0.56,0.21,13.55,12,11.35,5.7837932
OCC,Consumer Products: Pharmaceuticals,19.9,11.79,11.79,11.79,11.79,11.79,11.79,11.79,11.79,11.79,11.79,11.79,1290000000,11.79,1.8,11.94,3.72,0.3,60000000,1,Q1/2013,41364,1040310,324059,60000,716251,421060,32947,0.55,0.45,7.82,14.61,16.38,9.835766534
SNC,Industrials: Machinery,24.5,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,7338322145,14.16,3.46,7.37,6.27,22.55,287777339,1,Q4/2012,41274,4318944,2139859,287777,2121434,2332215,158775,0.55,1.01,6.81,13.19,24.72,13.47730436
MCOT,Services: Media & Publishing,47,19.12,19.12,19.12,19.12,19.12,19.12,19.12,19.12,19.12,19.12,19.12,34011410895,19.12,4.08,12.12,4.65,15.53,687099210,5,Q1/2013,41364,11449365.1,3062270.8,3435496.05,8327222.14,1388730.02,374801.1,0.55,0.37,26.99,21.03,21.86,8.170389041
TNITY,Financials: Finance and Securities,5.1,12.04,12.04,12.04,12.04,12.04,12.04,12.04,12.04,12.04,12.04,12.04,2282176000,12.04,1.5,8.66,4.38,395.72,175552000,5,Q1/2013,41364,4027014,2507139,877760,1519875,367707,95165,0.54,1.65,25.88,7.33,13.08,26.34517943
SCSMG,Financials: Insurance,19.6,24.92,24.92,24.92,24.92,24.92,24.92,24.92,24.92,24.92,24.92,24.92,7633997262,24.92,3.28,10.43,-,6.49,222890431,5,Q4/2012,41274,10709126,8383805,1114452,2325321,983957,116412,0.52,3.61,11.83,3.38,16.95,72.01839157
UP,Industrials: Petrochemicals & Chemicals,39,11.76,11.76,11.76,11.76,11.76,11.76,11.76,11.76,11.76,11.76,11.76,1087500000,11.76,1.78,24.51,8.39,2.96,25000000,10,Q1/2013,41364,812735,180915,250000,631820,264054,13058,0.52,0.29,4.95,13.73,15.21,13.85472507
TMT,Industrials: Steel,8.85,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,6443609452,11.32,3.32,4.53,5.32,23.76,435379017,1,Q1/2013,41364,6105274.52,4163118.67,428625.58,1942155.85,3188789.27,221601.45,0.52,2.14,6.95,14.87,31.22,18.78651367
LANNA,Resources: Energy & Utilities,23.1,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,5355000000,8.77,2.22,6.88,4.36,29.3,350000000,1,Q1/2013,41364,7647888,2943091,350000,3787157,2871531,177984,0.51,0.78,6.2,24.65,22.54,
BAFS,Resources: Energy & Utilities,20.6,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,15.21,12290935533,15.21,2.84,8.47,3.24,5.05,509997325,1,Q1/2013,41364,7544018,3038542,509997,4320720,687844,255644,0.5,0.7,37.17,16.36,19.69,11.88583342
ROBINS,Services: Commerce,66.5,43.59,43.59,43.59,43.59,43.59,43.59,43.59,43.59,43.59,43.59,43.59,89408221207,43.59,8.21,9.81,1.12,13.34,1110661133,3.55,Q4/2012,41274,17564848,6082120,3942847,10892563,6858601,551616,0.5,0.56,8.04,17.45,20.31,11.0260036
CPL,Consumer Products: Fashion,24,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.22,659999875,14.22,0.67,37.38,7,7.88,26399995,10,Q1/2013,41364,1187800.47,201097.79,263999.95,986702.68,394491.59,12633.97,0.48,0.2,3.2,5.73,4.73,15.91722871
NOBLE,Property & Construction: Property Development,6.05,9.12,9.12,9.12,9.12,9.12,9.12,9.12,9.12,9.12,9.12,9.12,4564711750,9.12,1.07,9.37,3,64.38,456471175,3,Q1/2013,41364,15441713,11165877,1369414,4275836,1338211,217262,0.48,2.61,16.24,5.33,12.23,51.39360312
CENTEL,Services: Tourism & Leisure,26,31.81,31.81,31.81,31.81,31.81,31.81,31.81,31.81,31.81,31.81,31.81,50287500000,31.81,5.36,6.95,0.81,16.89,1350000000,1,Q1/2013,41364,27884559,17646100,1350000,9701616,4575908,649007,0.48,1.82,14.18,9.73,20.73,27.18938317
OISHI,Food and Beverage,157,54.96,54.96,54.96,54.96,54.96,54.96,54.96,54.96,54.96,54.96,54.96,27093750000,54.96,8.45,17.11,1.52,18.21,187500000,2,Q1/2013,41364,8209051,5001591,375000,3207460,2826290,86272,0.46,1.56,3.05,6.95,15.5,57.97467313
SPG,Industrials: Automotive,129,10.35,10.35,10.35,10.35,10.35,10.35,10.35,10.35,10.35,10.35,10.35,6037500000,10.35,1.55,11.26,5.14,0.56,345000000,1,Q4/2012,41274,4373481,462883,345000,3885695,959793,156060,0.45,0.12,16.26,18.05,15.86,2.966057926
TCOAT,Industrials: Packanging,17.5,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,201600000,10.7,0.48,39.84,2.6,17.54,10500000,10,Q1/2013,41364,701245,244296,105000,426315,245581,4776,0.45,0.57,1.94,4.03,4.11,51.15075377
SRICHA,Property & Construction: Property Development,38.25,20.67,20.67,20.67,20.67,20.67,20.67,20.67,20.67,20.67,20.67,20.67,16732672000,20.67,7.14,7.71,4.54,108.54,304230400,1,Q4/2012,41274,2891560,510000,304230,2344279,499780,135350,0.45,0.22,27.08,23.25,23.09,3.768008866
TNL,Consumer Products: Fashion,25,13.94,13.94,13.94,13.94,13.94,13.94,13.94,13.94,13.94,13.94,13.94,3480000000,13.94,1.06,27.37,4.14,0.39,120000000,1,Q1/2013,41364,3963377,661637,120000,3283955,657764,52853,0.44,0.2,8.04,7.31,7.79,12.51843793
